,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,sy_dist,sy_gaiamag,calc_temp,distance,have_life
4895,TOI-178 d,TOI-178,1,6,Transit,2021,6.5577,0.0592,2.572,0.229,3.01,0.00947,Mass,0.976,,38.1,690.0,0,K,4316.0,0.65,0.65,-0.879,4.45,62.699,11.1523,359.2028463838052,0.16286272861542964,No
4896,TOI-178 e,TOI-178,1,6,Transit,2021,9.961881,0.0783,2.207,0.197,3.86,0.01214,Mass,1.98,,21.82,600.0,0,K,4316.0,0.65,0.65,-0.879,4.45,62.699,11.1523,276.69394909050925,0.21540796707074558,No
4897,TOI-178 f,TOI-178,1,6,Transit,2021,15.231915,0.1039,2.287,0.204,7.72,0.02429,Mass,3.6,,,521.0,0,K,4316.0,0.65,0.65,-0.879,4.45,62.699,11.1523,204.17321523158785,0.28583509295849896,No
4898,TOI-178 g,TOI-178,1,6,Transit,2021,20.7095,0.1275,2.87,0.256,3.94,0.0124,Mass,0.915,,19.5,470.0,0,K,4316.0,0.65,0.65,-0.879,4.45,62.699,11.1523,157.7388327760695,0.3507600996362716,No
4899,TOI-1789 b,TOI-1789,1,1,Transit,2021,3.208664,0.04882,16.141,1.44,222.47988,0.7,Mass,0.28,,2300.0,1927.0,0,F,5991.0,2.17,1.51,0.736,3.94,229.067,9.58439,1492.9387162173248,0.020921738765803003,No
4900,TOI-1807 b,TOI-1807,1,1,Transit,2021,0.549372,0.00812,1.258,0.112,2.57,0.00809,Mass,5.51,0.0,1407.22,2100.0,0,,4757.0,0.68,0.75,-0.671,4.65,42.5775,9.67517,1651.6774785007465,0.01758150421998038,No
4901,TOI-181 b,TOI-181,1,1,Transit,2023,4.532,0.0539,6.956,0.634,46.1687,0.1452,Mass,0.7562,0.1543,102.43,895.0,0,K,4994.0,0.74,0.82,-0.526,4.61,96.2338,11.0857,545.0363543403394,0.09876174736580831,No
4902,TOI-1811 b,TOI-1811,1,1,Transit,2023,3.7130765,0.04389,11.142,0.994,308.92921,0.972,Mass,1.23,0.052,55.97,962.0,0,,4766.0,0.77,0.82,-0.56,4.58,128.23,11.7574,609.5209366305783,0.08363067091140693,No
4903,TOI-1820 b,TOI-1820,1,1,Transit,2022,4.860674,0.061,12.778,1.14,731.00534,2.3,Mass,2.0,0.043,292.25,1375.0,0,,5734.0,1.51,1.04,0.294,4.24,248.504,10.9653,988.2808892242966,0.043484034837717685,No
4904,TOI-1842 b,TOI-1842,1,1,Transit,2021,9.5739,0.1001,11.657,1.04,68.01528,0.214,Mass,0.252,,354.64,1208.0,0,,6230.0,2.02,1.46,0.74,4.1,223.465,9.65981,964.3035600861255,0.042700609832039424,No
4905,TOI-1860 b,TOI-1860,1,1,Transit,2022,1.0662107,0.0204,1.31,0.117,2.27,0.00714,M-R relationship,5.55,,1901.78,1885.0,0,G V,5752.0,0.94,0.99,-0.095,4.58,45.864,8.23223,1453.28382883035,0.02275779428755739,No
4906,TOI-1899 b,TOI-1899,1,1,Transit,2020,29.02,0.1587,12.89,1.15,209.7678,0.66,Mass,0.54,0.118,2.9,362.0,0,M0,3841.0,0.61,0.63,-1.057,4.67,128.438,13.5553,59.818368467119114,0.5358915717949055,No
4907,TOI-1937 A b,TOI-1937 A,2,1,Transit,2023,0.94667944,0.01932,13.978,1.247,638.8351,2.01,Mass,1.28,0.0,3230.0,2097.0,0,,5814.0,1.08,1.07,0.08,4.4,415.135,13.0168,1648.9038935828148,0.017620049416356174,No
4908,TOI-201 b,TOI-201,1,1,Transit,2021,52.97818,0.3,11.299,1.008,133.4886,0.42,Mass,0.509,0.28,41.06,759.0,0,F6 V,6394.0,1.32,1.32,0.415,4.32,113.825,8.94004,319.8861763575384,0.1860463930961356,No
4909,TOI-2025 b,TOI-2025,1,1,Transit,2022,8.8720982,0.0892,11.893,1.061,1144.18227,3.6,Mass,3.74,0.394,130.34,1166.0,0,,5977.0,1.46,1.2,0.387,4.19,335.985,11.3637,796.0512882100523,0.05713008291598529,No
4910,TOI-2046 b,TOI-2046,1,1,Transit,2022,1.4971842,,16.141,1.44,731.00534,2.3,Mass,0.955,,2643.65,1829.0,0,F8 V,6250.0,1.21,1.13,0.28,4.3,289.668,11.4128,,,No
4911,TOI-2048 b,TOI-2048,1,1,Transit,2022,13.79019,,2.61,0.233,7.32,0.023,M-R relationship,2.26,0.13,29.04,646.0,0,G V,5185.0,0.79,0.83,-0.387,4.6,116.567,11.3252,,,No
4912,TOI-206 b,TOI-206,1,1,Transit,2022,0.7363104,0.0112,1.3,0.116,2.24,0.00705,M-R relationship,5.6,,117.76,910.0,0,,3383.0,0.35,0.35,-1.836,4.89,47.7465,13.6662,563.0481943672464,0.09272952233578144,No
4913,TOI-2076 b,TOI-2076,1,3,Transit,2021,10.35509,0.0682,2.518,0.225,6.89,0.0217,M-R relationship,2.37,,84.06,797.0,1,K,5200.0,0.77,0.82,-0.423,4.45,41.9091,8.91028,499.4215936067667,0.11099013372680037,No
4914,TOI-2076 c,TOI-2076,1,3,Transit,2021,21.01538,0.1093,3.497,0.312,12.0,0.0378,M-R relationship,1.54,,32.7,630.0,1,K,5200.0,0.77,0.82,-0.423,4.45,41.9091,8.91028,337.118343076247,0.1778771497996962,No
4915,TOI-2076 d,TOI-2076,1,3,Transit,2021,35.12537,0.1539,3.232,0.288,10.5,0.0331,M-R relationship,1.71,,16.5,530.0,0,K,5200.0,0.77,0.82,-0.423,4.45,41.9091,8.91028,241.1441840749918,0.2504601404773399,No
4916,TOI-2081 b,TOI-2081,1,1,Transit,2022,10.50534,0.0752,2.04,0.182,4.82,0.0152,M-R relationship,3.12,,8.1,488.0,0,M1.0,3800.0,0.53,0.54,-1.338,4.5,62.3446,12.6594,172.91158980834211,0.3509278539963451,No
4917,TOI-2096 b,TOI-2096,1,2,Transit,2023,3.1190633,0.025,1.243,0.111,2.08,0.00653,M-R relationship,5.95,0.15,9.4,445.0,0,M4,3300.0,0.24,0.23,-2.228,5.05,48.4809,14.7736,178.94715408824896,0.3250423945083227,No
4918,TOI-2096 c,TOI-2096,1,2,Transit,2023,6.38784,0.04,1.914,0.171,4.32,0.0136,M-R relationship,3.39,0.1,3.7,349.0,0,M4,3300.0,0.24,0.23,-2.228,5.05,48.4809,14.7736,84.26418264974279,0.5200678312133162,No
4919,TOI-2109 b,TOI-2109,1,1,Transit,2021,0.67247414,0.01791,15.098,1.347,1595.4986,5.02,Mass,2.55,,14429.0,3646.0,0,F,6540.0,1.7,1.45,0.673,4.14,262.041,10.1138,2544.1729489048416,0.008252691027242765,No
4920,TOI-2136 b,TOI-2136,1,1,Transit,2022,7.851928,0.057,2.19,0.195,6.37,0.02004,Mass,3.34,0.0,4.0,395.0,0,M4.5 V,3342.0,0.34,0.34,-1.886,4.91,33.3631,12.9643,87.7531669516136,0.49989046805187176,No
4921,TOI-2145 b,TOI-2145,1,1,Transit,2023,10.26075,0.1108,11.982,1.069,1671.77742,5.26,Mass,5.34,0.208,506.1,1484.0,0,,6177.0,2.75,1.72,0.997,3.79,224.731,8.93651,1087.530888272443,0.03515926279530447,No
4922,TOI-2152 A b,TOI-2152,3,1,Transit,2023,3.3773512,0.05064,14.359,1.281,899.45439,2.83,Mass,1.67,0.057,2195.79,1802.0,0,F4 V,6630.0,1.61,1.52,0.653,4.21,303.006,11.2407,1379.8080608593486,0.023877766284477717,No
4923,TOI-2154 b,TOI-2154,1,1,Transit,2023,3.8240801,0.0513,16.287,1.453,292.40213,0.92,Mass,0.37,0.117,557.75,1580.0,0,,6280.0,1.4,1.23,0.435,4.24,296.46,11.0359,1177.448405738181,0.0310897596870385,No
4924,TOI-2158 b,TOI-2158,1,1,Transit,2022,8.60077,0.075,10.761,0.96,260.61929,0.82,Mass,1.14,0.07,81.5,1188.0,0,,5673.0,1.41,1.12,0.231,4.19,198.473,10.6718,814.4618355486181,0.057485890512194326,No
4925,TOI-216.01,TOI-216,1,2,Transit,2019,34.525528,0.2069,10.1,0.901,177.98391,0.56,Mass,0.76,0.0046,10.1,497.0,1,,5026.0,0.75,0.77,-0.442,4.66,177.945,12.1631,149.96175133580329,0.34416007736158805,No
4926,TOI-216.02,TOI-216,1,2,Transit,2019,17.16073,0.1293,8.0,0.714,18.75188,0.059,Mass,0.34,0.16,25.9,628.0,1,,5026.0,0.75,0.77,-0.442,4.66,177.945,12.1631,262.07460498484807,0.2150792556928629,No
4927,TOI-2180 b,TOI-2180,1,1,Transit,2022,260.79,0.828,11.321,1.01,875.61726,2.755,Mass,3.32,0.3683,2.71,348.0,0,G5,5695.0,1.64,1.11,0.406,4.06,116.685,9.01133,81.24101362285512,0.5188362799486936,No
4928,TOI-2184 b,TOI-2184,1,1,Transit,2022,6.90683,,11.4,1.017,206.58846,0.65,Mass,0.76,0.08,1429.0,1491.0,0,,5966.0,2.9,1.53,0.982,3.7,788.317,11.8482,,,No
4929,TOI-2193 A b,TOI-2193 A,2,1,Transit,2022,2.1225735,0.03319,19.84,1.77,298.7587,0.94,Mass,0.06,0.0,1600.0,1763.0,0,,5966.0,1.25,1.08,0.25,4.28,337.064,11.8135,1345.7381575089034,0.02488898880774421,No
4930,TOI-2196 b,TOI-2196,1,1,Transit,2022,1.1947268,0.02234,3.51,0.313,26.0,0.08181,Mass,3.31,0.0,2000.0,1860.0,0,G V,5634.0,1.04,1.03,-0.004,4.42,259.947,11.8259,1426.557319803061,0.022443116754819345,No
4931,TOI-220 b,TOI-220,1,1,Transit,2021,10.695264,0.08911,3.03,0.27,13.8,0.04342,Mass,2.73,0.032,33.51,805.0,0,K0 V,5298.0,0.86,0.83,-0.267,4.37,90.7402,10.1897,454.5965823009964,0.12117874313028353,No
4932,TOI-2202 b,TOI-2202,1,2,Transit,2021,11.9101,0.09564,11.321,1.01,310.83618,0.978,Mass,1.18,0.042,42.72,652.0,1,K8 V,5144.0,0.79,0.82,-0.401,4.55,235.933,12.7606,380.5476724734307,0.15175379740852868,No
4933,TOI-2202 c,TOI-2202,1,2,Transit Timing Variations,2021,24.6744,0.15544,13.4,1.19,117.27868,0.369,Mass,0.268,0.0622,,,0,K8 V,5144.0,0.79,0.82,-0.401,4.55,235.933,12.7606,239.61140464973403,0.24663958876183287,No
4934,TOI-2207 b,TOI-2207,1,1,Transit,2022,8.001968,0.0854,11.153,0.995,203.41018,0.64,Mass,0.8,0.174,406.0,1259.0,0,,6101.0,1.56,1.3,0.484,4.16,373.345,11.3545,879.8162790760758,0.048916781046189815,No
4935,TOI-2236 b,TOI-2236,1,1,Transit,2022,3.5315902,0.05009,14.37,1.282,502.16888,1.58,Mass,0.93,0.0,1356.0,1688.0,0,,6248.0,1.57,1.34,0.533,4.17,355.59,11.2905,1273.519594773546,0.02711758634644378,No
4936,TOI-2257 b,TOI-2257,1,1,Transit,2021,35.189346,0.145,2.194,0.196,5.45,0.0171,M-R relationship,2.84,0.496,0.67,256.0,0,M3,3430.0,0.31,0.33,-1.867,4.97,57.7911,14.1615,-51.3951216200544,1.2441364163477744,Missing 1
4937,TOI-2260 b,TOI-2260,1,1,Transit,2022,0.3524728,0.0097,1.62,0.145,3.26,0.0102,M-R relationship,4.21,,6839.4,2609.0,0,G V,5534.0,0.94,0.99,-0.199,4.62,101.251,10.2488,2135.6427272987107,0.012197525487366294,No
4938,TOI-2285 b,TOI-2285,1,1,Transit,2021,27.26955,0.1363,1.74,0.155,19.5,0.06135,Mass,,0.3,1.54,284.0,0,,3491.0,0.46,0.45,-1.542,4.77,42.409,12.4314,10.421808882484243,0.8044440722742239,No
4939,TOI-2337 b,TOI-2337,1,1,Transit,2022,2.99432,,10.088,0.9,508.52545,1.6,Mass,2.72,0.019,1792.6,1812.0,0,,4780.0,3.22,1.32,0.689,3.5,536.046,11.8752,,,No
4940,TOI-2338 b,TOI-2338,1,1,Transit,2023,22.65398,0.158,11.209,1.0,1900.61387,5.98,Mass,7.42,0.676,13.85,799.0,0,,5581.0,1.05,0.99,-0.013,4.4,313.996,12.1856,363.00119213288326,0.16038253991848522,No
4941,TOI-2364 b,TOI-2364,1,1,Transit,2023,4.0197517,0.04871,8.608,0.768,71.51139,0.225,Mass,0.61,0.0,237.0,1091.0,0,,5306.0,0.89,0.95,-0.252,4.52,219.614,12.0921,729.6986656452925,0.06510556761097722,No
4942,TOI-237 b,TOI-237,1,1,Transit,2020,5.436098,0.0341,1.44,0.128,2.67,0.00839,M-R relationship,4.91,0.0,3.7,388.0,0,M4.5 V,3212.0,0.21,0.18,-2.387,5.04,38.0749,14.754,79.29407281986846,0.5324200219476508,No
4943,TOI-2406 b,TOI-2406,1,1,Transit,2021,3.0766896,0.0228,2.94,0.262,8.96,0.0282,M-R relationship,1.94,0.26,6.55,447.0,0,M4 V,3100.0,0.2,0.16,0.531,5.04,55.419,15.6955,132.8177035308574,0.01237185573030153,No
4944,TOI-2411 b,TOI-2411,1,1,Transit,2022,0.7826942,0.0144,1.68,0.15,3.46,0.0109,M-R relationship,4.01,,651.91,1355.0,0,,4099.0,0.68,0.65,-0.871,4.59,59.5362,11.2198,972.3202133682956,0.03925206344057086,No
4945,TOI-2421 b,TOI-2421,1,1,Transit,2022,4.3474032,0.0543,10.368,0.925,105.83686,0.333,Mass,0.52,0.0,923.6,1534.0,0,,5607.0,1.75,1.13,0.436,4.0,327.927,11.1554,1134.2964580514708,0.03287000949913751,No
4946,TOI-2427 b,TOI-2427,1,1,Transit,2022,1.3060011,0.0202,1.8,0.161,3.89,0.0123,M-R relationship,3.67,,62.71,1117.0,0,,4072.0,0.65,0.64,-0.942,4.62,28.5147,9.81845,748.1915019861829,0.05975185182434122,No
4947,TOI-2445 b,TOI-2445,1,1,Transit,2022,0.3711281,0.0064,1.25,0.112,2.1,0.0066,M-R relationship,5.91,,204.49,1060.0,0,,3333.0,0.27,0.25,-2.084,4.97,48.582,14.3977,684.0648456236969,0.07049851581065057,No
4948,TOI-2497 b,TOI-2497,1,1,Transit,2023,10.655669,0.1166,11.142,0.994,1531.93292,4.82,Mass,6.1,0.195,718.67,1595.0,0,,7360.0,2.36,1.86,1.167,3.96,285.289,9.47244,1190.9365717640903,0.03042275573034481,No
4949,TOI-251 b,TOI-251,1,1,Transit,2021,4.93777,0.05741,2.74,0.244,317.83,1.0,Mass,,0.0,277.75,1041.0,0,,5875.0,0.88,1.04,-0.08,4.56,99.523,9.75411,743.8891016834023,0.06294881324058026,No
4950,TOI-2525 b,TOI-2525,1,2,Transit,2023,23.2856,0.1511,8.676,0.774,26.69759,0.084,Mass,0.225,0.17,15.96,556.0,1,K8 V,5096.0,0.79,0.85,-0.44,4.58,395.398,14.012,242.0702803558812,0.2507635817138154,No
4951,TOI-2525 c,TOI-2525,1,2,Transit,2023,49.2519,0.249,10.133,0.904,208.81326,0.657,Mass,1.11,0.157,21.98,603.0,1,K8 V,5096.0,0.79,0.85,-0.44,4.58,395.398,14.012,128.20207092703697,0.41323713995195255,No
4952,TOI-2545 b,TOI-2545,1,1,Transit,2022,7.994037,,2.75,0.245,8.0,0.0252,M-R relationship,2.11,,258.82,1023.0,0,,5846.29,1.25,1.06,0.218,4.27,107.118,9.2949,,,No
4953,TOI-2567 b,TOI-2567,1,1,Transit,2022,5.983944,0.0672,10.929,0.975,63.88351,0.201,Mass,0.269,0.0,558.0,1352.0,0,,5611.0,1.69,1.13,0.405,4.04,504.775,12.2213,971.0242286310807,0.04215695877012736,No
4954,TOI-257 b,TOI-257,1,1,Transit,2021,18.38818,0.1528,7.163,0.639,43.86032,0.138,Mass,0.65,0.0,186.0,1027.0,0,,6095.0,1.87,1.41,0.636,4.04,76.9028,7.41653,669.6401856242487,0.07347225244311853,No
4955,TOI-2570 b,TOI-2570,1,1,Transit,2022,2.9887615,0.04145,13.641,1.217,260.61929,0.82,Mass,0.563,0.0,699.0,1431.0,0,,5771.0,1.09,1.06,0.079,4.38,361.857,12.4599,1035.3817737474774,0.03784639649290213,No
4956,TOI-2583 A b,TOI-2583 A,2,1,Transit,2023,4.5207265,0.0571,14.46,1.29,79.4571,0.25,Mass,0.144,0.0,750.9,1456.0,0,,5936.0,1.48,1.22,0.388,4.18,566.189,12.4592,1063.103675057449,0.03652885910605921,No
4957,TOI-2587 A b,TOI-2587 A,2,1,Transit,2023,5.45664,0.0635,12.072,1.077,69.28659,0.218,Mass,0.216,0.0,728.0,1445.0,0,,5760.0,1.73,1.15,0.471,4.02,373.675,11.4079,1056.2047421397942,0.03692102295158639,No
4958,TOI-2589 b,TOI-2589,1,1,Transit,2023,61.6277,0.3,12.106,1.08,1112.39942,3.5,Mass,3.45,0.522,21.75,592.0,0,,5579.0,1.07,0.93,-0.004,4.35,200.273,11.1958,192.72546548529323,0.30138473708351854,No
4959,TOI-2669 b,TOI-2669,1,1,Transit,2022,6.2034,,19.728,1.76,193.87533,0.61,Mass,0.139,0.09,375.55,1226.0,0,,4800.0,4.1,1.19,0.906,3.29,393.443,10.6019,,,No
4960,TOI-269 b,TOI-269,1,1,Transit,2021,3.6977104,0.0345,2.77,0.247,8.8,0.02769,Mass,2.28,0.425,19.0,531.0,0,M2 V,3514.0,0.4,0.39,-1.647,4.83,57.0225,13.4258,255.9093841865465,0.22978363484795597,No
4961,TOI-270 b,TOI-270,1,3,Transit,2019,3.3601538,0.03197,1.206,0.108,1.58,0.00497,Mass,4.97,0.034,19.93,581.0,0,M,3506.0,0.38,0.39,-1.712,4.87,22.4793,11.6306,261.30926332939123,0.22947883491945434,No
4962,TOI-270 c,TOI-270,1,3,Transit,2019,5.6605731,0.04526,2.355,0.21,6.15,0.01935,Mass,2.6,0.027,9.94,488.0,0,M,3506.0,0.38,0.39,-1.712,4.87,22.4793,11.6306,176.03852380146867,0.3248736962294183,No
4963,TOI-270 d,TOI-270,1,3,Transit,2019,11.379573,0.0721,2.133,0.19,4.78,0.01504,Mass,2.72,0.032,3.92,387.0,0,M,3506.0,0.38,0.39,-1.712,4.87,22.4793,11.6306,82.7420563639269,0.5175296840066518,No
4964,TOI-277 b,TOI-277,1,1,Transit,2022,3.994,0.0269,2.65,0.236,7.51,0.0236,M-R relationship,2.22,,28.24,588.0,0,,4031.0,0.36,0.16,-1.35,4.58,64.6692,12.7896,378.8838242436492,0.12727768866063827,No
4965,TOI-2796 b,TOI-2796,1,1,Transit,2023,4.8084983,0.0569,17.262,1.54,139.8445,0.44,Mass,0.15,0.0,352.0,1205.0,0,,5764.0,1.07,1.06,0.055,4.4,350.343,12.3642,832.0527187389779,0.053408731886644495,No
4966,TOI-2803 A b,TOI-2803 A,2,1,Transit,2023,1.96229325,0.03185,18.114,1.616,309.8827,0.975,Mass,0.287,0.0,2150.0,1893.0,0,,6280.0,1.25,1.12,0.336,4.3,494.818,12.4272,1466.4209586552379,0.02163263569885733,No
4967,TOI-2818 b,TOI-2818,1,1,Transit,2023,4.039709,0.0493,15.278,1.363,225.65817,0.71,Mass,0.34,0.0,598.0,1376.0,0,,5721.0,1.23,0.98,0.164,4.25,312.674,11.8367,990.3733166119131,0.04081754867101807,No
4968,TOI-2842 b,TOI-2842,1,1,Transit,2023,3.5514058,0.0475,12.845,1.146,117.59651,0.37,Mass,0.304,0.0,781.8,1471.0,0,,5910.0,1.27,1.14,0.246,4.29,460.995,12.4636,1078.0659197019222,0.03578438927735158,No
4969,TOI-2977 b,TOI-2977,1,1,Transit,2023,2.3505614,0.03386,13.159,1.174,533.95172,1.68,Mass,1.28,0.0,947.8,1544.0,0,,5691.0,1.07,0.94,0.037,4.35,,12.4443,1141.402968293648,0.03244792681413386,No
4970,TOI-3023 b,TOI-3023,1,1,Transit,2023,3.9014971,0.0505,16.432,1.466,197.05361,0.62,Mass,0.245,0.0,1084.0,1596.0,0,,5760.0,1.67,1.12,0.444,4.05,389.916,12.0336,1191.4439868696286,0.03028944935090323,No
4971,TOI-3235 b,TOI-3235,1,1,Transit,2023,2.59261842,0.02709,11.4,1.017,211.35589,0.665,Mass,0.78,0.029,13.89,604.0,0,M V,3388.8,0.37,0.39,-1.79,4.9,72.811,14.4858,280.61373955817123,0.21272033341586843,No
4972,TOI-3331 A b,TOI-3331 A,2,1,Transit,2022,2.0180231,0.03144,12.98,1.158,721.47048,2.27,Mass,1.82,0.0,818.5,1488.0,0,,5609.0,0.95,1.02,-0.093,4.49,217.193,11.8314,1090.139816936925,0.034993109629688324,No
4973,TOI-3362 b,TOI-3362,1,1,Transit,2021,18.09547,0.153,12.801,1.142,1598.35906,5.029,Mass,4.19,0.815,28.49,643.0,0,,6532.0,1.83,1.45,0.739,4.07,366.987,10.7051,725.7182809243565,0.06534185067443407,No
4974,TOI-3364 b,TOI-3364,1,1,Transit,2023,5.8768918,0.0675,12.229,1.091,530.77344,1.67,Mass,1.6,0.0,425.0,1264.0,0,,5706.0,1.42,1.19,0.286,4.21,277.899,11.2945,884.0442576949496,0.04856280601524972,No
4975,TOI-3540 A b,TOI-3540 A,2,1,Transit,2022,3.119999,0.04289,23.539,2.1,375.03752,1.18,Mass,0.065,0.0,841.3,1498.0,0,,5810.0,1.23,1.08,0.19,4.29,,11.4036,1102.5789670646054,0.03446323538054112,No
4976,TOI-3629 b,TOI-3629,1,1,Transit,2022,3.936551,0.043,8.295,0.74,82.63539,0.26,Mass,0.8,0.05,39.0,690.0,0,M1,3870.0,0.6,0.63,-1.2,4.67,130.091,13.8375,366.04678102890955,0.1711860833380038,No
4977,TOI-3688 A b,TOI-3688 A,2,1,Transit,2023,3.246075,0.0456,13.081,1.167,311.47184,0.98,Mass,0.76,0.0,924.3,1534.0,0,,5950.0,1.3,1.2,0.283,4.29,396.378,12.3686,1131.5657030667858,0.032920380229934466,No
4978,TOI-3693 b,TOI-3693,1,1,Transit,2022,9.088516,0.0813,12.599,1.124,324.18498,1.02,Mass,0.89,0.0,68.6,801.0,0,,5321.0,0.79,0.87,-0.344,4.58,176.436,11.9579,460.2548009473161,0.12080656771793365,No
4979,TOI-3714 b,TOI-3714,2,1,Transit,2022,2.154849,0.027,11.321,1.01,222.47988,0.7,Mass,0.85,0.03,54.0,750.0,0,M2,3660.0,0.51,0.53,-1.438,4.75,112.71,14.3107,430.1919289402939,0.14137211787815257,No
4980,TOI-3757 b,TOI-3757,1,1,Transit,2022,3.438753,0.03845,12.0,1.071,85.3,0.26838,Mass,0.27,0.14,55.4,759.0,0,M0 V,3913.0,0.62,0.64,-1.06,4.68,181.139,14.1321,421.61788820069523,0.1302855780355234,No
4981,TOI-3807 b,TOI-3807,1,1,Transit,2023,2.8989727,0.0421,18.495,1.65,330.54154,1.04,Mass,0.289,0.0,1230.0,1646.0,0,,5772.0,1.47,1.18,0.332,4.17,421.745,12.0338,1234.936174988478,0.02872645902336429,No
4982,TOI-3819 b,TOI-3819,1,1,Transit,2023,3.2443141,0.04611,13.137,1.172,352.78953,1.11,Mass,0.85,0.0,1186.0,1633.0,0,,5859.0,1.54,1.24,0.4,4.16,558.141,12.413,1224.0110296279622,0.029093443153981706,No
4983,TOI-3884 b,TOI-3884,1,1,Transit,2022,4.5445697,0.0354,6.0,0.535,16.5,0.05191,Mass,0.424,0.32,7.42,463.0,0,M4,3269.0,0.3,0.28,-2.032,4.92,43.1448,14.2747,147.63101194454316,0.3672850591995765,No
4984,TOI-3912 b,TOI-3912,1,1,Transit,2023,3.4936264,0.0463,14.28,1.274,129.03833,0.406,Mass,0.243,0.0,872.2,1512.0,0,,5725.0,1.39,1.09,0.273,4.19,465.992,12.3073,1113.844096026391,0.03381278873603682,No
4985,TOI-3976 A b,TOI-3976 A,2,1,Transit,2023,6.607662,0.0743,12.274,1.095,55.61997,0.175,Mass,0.165,0.0,469.0,1295.0,0,,5975.0,1.5,1.25,0.413,4.18,516.087,12.2192,913.9063869139994,0.046183709608012415,No
4986,TOI-4087 b,TOI-4087,1,1,Transit,2023,3.1774835,0.04469,13.047,1.164,232.01474,0.73,Mass,0.57,0.0,753.9,1458.0,0,,6060.0,1.11,1.18,0.176,4.42,301.676,11.7064,1062.2493270081345,0.03649306617601549,No
4987,TOI-411 b,TOI-411,1,2,Transit,2022,4.040301,0.0528,1.72,0.153,3.61,0.0113,M-R relationship,3.9,0.126,587.59,1378.0,0,F7/F8V,6040.0,1.16,1.1,0.209,4.26,62.7792,8.1281,978.6391667811193,0.04150820209262118,No
4988,TOI-411 c,TOI-411,1,2,Transit,2022,9.573096,0.0939,2.74,0.244,7.95,0.025,M-R relationship,2.12,0.16,186.02,1033.0,0,F7/F8V,6040.0,1.16,1.1,0.209,4.26,62.7792,8.1281,665.525221694079,0.07381856394880926,No
4989,TOI-4137 b,TOI-4137,1,1,Transit,2022,3.8016122,0.05222,13.574,1.211,457.67291,1.44,Mass,1.01,0.0,1013.0,1570.0,0,,6202.0,1.44,1.31,0.439,4.24,334.993,11.2468,1166.897411998431,0.031501908627927726,No
4990,TOI-4145 A b,TOI-4145 A,2,1,Transit,2023,4.0664428,0.04823,13.305,1.187,136.66622,0.43,Mass,0.32,0.0,223.0,1074.0,0,,5281.0,0.86,0.91,-0.287,4.53,205.387,12.0572,712.8773898874058,0.06711463952535852,No
4991,TOI-421 b,TOI-421,2,2,Transit,2020,5.19672,0.056,2.68,0.239,7.17,0.02256,Mass,2.05,0.163,154.57,981.0,0,G9 V,5325.0,0.87,0.85,-0.268,4.49,74.7969,9.77776,654.8915947878393,0.0762409022180932,No
4992,TOI-421 c,TOI-421,2,2,Transit,2020,16.06819,0.1189,5.09,0.454,16.42,0.05166,Mass,0.685,0.152,34.32,674.0,0,G9 V,5325.0,0.87,0.85,-0.268,4.49,74.7969,9.77776,363.7489426788993,0.16187577274520146,No
4993,TOI-431 b,TOI-431,1,3,Transit,2021,0.490047,0.0113,1.28,0.114,3.07,0.00966,Mass,8.0,0.0,2120.45,1862.0,0,,4850.0,0.73,0.78,-0.565,4.6,32.5686,8.79171,1450.4884110589865,0.021656010008909862,No
4994,TOI-431 c,TOI-431,1,3,Radial Velocity,2021,4.8494,0.052,1.49,0.133,2.83,0.0089,Msini,4.7,0.0,,867.0,0,,4850.0,0.73,0.78,-0.565,4.6,32.5686,8.79171,530.3459899435715,0.09965597526224007,No
4995,TOI-431 d,TOI-431,1,3,Transit,2021,12.46103,0.098,3.29,0.294,9.9,0.03115,Mass,1.36,0.0,28.36,633.0,0,,4850.0,0.73,0.78,-0.565,4.6,32.5686,8.79171,312.1416759736891,0.18781318414806786,No
4996,TOI-4329 b,TOI-4329,1,1,Transit,2022,2.9223,,16.813,1.5,143.02278,0.45,Mass,0.165,0.068,3990.86,2027.0,0,,6000.0,2.31,1.54,0.799,3.9,717.128,12.4747,,,No
4997,TOI-4342 b,TOI-4342,1,2,Transit,2023,5.5382498,0.05251,2.266,0.202,5.76,0.0181,M-R relationship,2.72,,26.9,634.0,0,M0 V,3901.0,0.6,0.63,-1.127,4.69,61.5204,11.9822,309.90937554300365,0.1921949703870317,No
4998,TOI-4342 c,TOI-4342,1,2,Transit,2023,10.688716,0.0814,2.415,0.215,6.41,0.0202,M-R relationship,2.5,,11.18,509.0,0,M0 V,3901.0,0.6,0.63,-1.127,4.69,61.5204,11.9822,195.14723101491217,0.29793697561425214,No
4999,TOI-4406 b,TOI-4406,1,1,Transit,2023,30.08364,0.201,11.209,1.0,95.34852,0.3,Mass,0.372,0.15,58.01,904.0,0,,6219.0,1.29,1.19,0.362,4.29,261.834,10.9545,423.47587257875773,0.1324939529441086,No
